,일시,광진구,동대문구,성동구,중랑구,year,month,day,weekday,평균기온(℃),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥),강수량 mm
285,2018-10-13,5.99,3.274,5.22,2.372,2018,10,13,5,12.5,30.4,17.2,0
286,2018-10-14,5.804,3.042,4.948,2.436,2018,10,14,6,13.2,30.8,18.6,0
287,2018-10-15,6.32,3.606,5.118,2.512,2018,10,15,0,15.2,56.0,33.4,0
288,2018-10-16,6.152,3.616,5.204,2.394,2018,10,16,1,14.5,52.6,29.0,0
289,2018-10-17,5.858,3.624,4.884,2.546,2018,10,17,2,12.4,34.8,18.2,0
290,2018-10-18,5.816,3.642,4.82,2.498,2018,10,18,3,12.7,15.0,6.8,0
291,2018-10-19,6.032,3.7,5.132,2.67,2018,10,19,4,13.1,19.2,8.2,0
292,2018-10-20,5.998,3.452,4.826,2.598,2018,10,20,5,13.4,37.6,18.0,0
293,2018-10-21,5.83,2.99,4.978,2.366,2018,10,21,6,13.4,36.0,20.2,0
294,2018-10-22,6.424,3.63,4.908,2.398,2018,10,22,0,14.0,48.4,28.8,0
295,2018-10-23,4.714,2.846,3.742,2.022,2018,10,23,1,12.2,47.8,26.8,5
296,2018-10-24,6.232,3.5,5.002,2.608,2018,10,24,2,12.5,39.0,16.8,0
297,2018-10-25,6.446,3.728,5.05,2.552,2018,10,25,3,13.8,37.2,17.6,0
298,2018-10-26,2.996,1.976,2.462,1.342,2018,10,26,4,12.2,33.8,17.0,11
299,2018-10-27,3.826,2.436,3.406,1.824,2018,10,27,5,8.7,25.8,5.0,0
300,2018-10-28,2.49,1.408,1.97,1.018,2018,10,28,6,8.3,12.8,6.6,5.5
301,2018-10-29,4.36,2.718,3.686,1.794,2018,10,29,0,7.2,16.4,6.8,0
302,2018-10-30,4.454,2.882,3.794,1.812,2018,10,30,1,6.1,20.6,9.6,0
303,2018-10-31,4.752,2.97,3.922,1.878,2018,10,31,2,7.4,22.0,10.8,0
304,2018-11-01,5.112,3.046,4.38,2.096,2018,11,1,3,8.4,38.0,20.0,0
305,2018-11-02,5.5,3.302,4.648,2.132,2018,11,2,4,10.6,42.6,23.8,0
306,2018-11-03,5.074,2.89,4.058,1.954,2018,11,3,5,11.2,51.6,31.8,0
307,2018-11-04,4.796,2.82,4.248,1.952,2018,11,4,6,11.6,44.0,28.4,0
308,2018-11-05,5.122,3.282,4.478,2.27,2018,11,5,0,11.9,57.2,35.2,0
309,2018-11-06,4.956,3.048,4.152,2.188,2018,11,6,1,12.2,96.0,64.0,0
310,2018-11-07,3.778,2.364,3.048,1.546,2018,11,7,2,12.8,55.6,39.0,2
311,2018-11-08,0.344,0.24,0.286,0.162,2018,11,8,3,11.8,7.4,4.0,64
312,2018-11-09,4.012,2.554,3.562,1.698,2018,11,9,4,12.1,39.0,22.4,1
313,2018-11-10,3.862,2.4,3.2,1.81,2018,11,10,5,11.9,71.0,44.2,0
314,2018-11-11,2.94,1.902,2.174,1.368,2018,11,11,6,8.1,65.8,40.4,0
315,2018-11-12,4.836,2.97,3.946,1.938,2018,11,12,0,8.1,28.0,14.8,0
316,2018-11-13,4.916,3.13,4.248,2.172,2018,11,13,1,8.8,39.6,22.8,0
317,2018-11-14,5.12,3.278,4.37,2.138,2018,11,14,2,9.8,32.6,20.0,0
318,2018-11-15,4.902,2.902,4.22,2.08,2018,11,15,3,9.7,44.6,28.2,0
319,2018-11-16,4.656,2.974,3.69,1.96,2018,11,16,4,8.8,55.6,38.0,0
320,2018-11-17,3.574,2.056,2.682,1.554,2018,11,17,5,4.9,33.4,18.8,0
321,2018-11-18,3.294,1.956,2.51,1.416,2018,11,18,6,6.1,37.2,23.6,0
322,2018-11-19,4.462,2.77,3.6,1.676,2018,11,19,0,6.5,56.0,31.0,0
323,2018-11-20,4.452,2.688,3.702,1.642,2018,11,20,1,6.5,47.2,18.4,0.2
324,2018-11-21,3.572,2.14,2.84,1.51,2018,11,21,2,5.8,34.4,16.0,1
325,2018-11-22,3.77,2.26,3.058,1.514,2018,11,22,3,2.3,20.2,8.4,0
326,2018-11-23,3.752,2.17,3.04,1.462,2018,11,23,4,1.9,25.6,11.8,0
327,2018-11-24,1.44,0.702,1.012,0.57,2018,11,24,5,2.6,20.8,13.0,10.9
328,2018-11-25,2.636,1.4,1.922,0.936,2018,11,25,6,4.8,42.0,31.0,0
329,2018-11-26,4.074,2.472,2.99,1.398,2018,11,26,0,6.3,56.4,36.2,0
330,2018-11-27,3.648,2.218,2.886,1.464,2018,11,27,1,7.1,108.6,48.2,0
331,2018-11-28,3.918,2.304,2.916,1.486,2018,11,28,2,5.0,120.6,21.8,0
332,2018-11-29,3.72,2.21,2.878,1.444,2018,11,29,3,3.5,76.0,20.8,0
333,2018-11-30,3.522,2.206,2.878,1.47,2018,11,30,4,2.7,61.8,22.2,0
334,2018-12-01,2.986,1.746,2.424,1.366,2018,12,1,5,5.5,46.8,22.6,0
335,2018-12-02,2.892,1.612,2.164,1.138,2018,12,2,6,8.2,44.8,22.6,0
336,2018-12-03,1.4,0.682,1.112,0.438,2018,12,3,0,11.5,41.2,21.8,9.5
337,2018-12-04,2.548,1.52,2.134,1.08,2018,12,4,1,6.7,32.0,15.6,5
338,2018-12-05,3.132,1.878,2.342,1.174,2018,12,5,2,0.0,27.0,11.6,0
339,2018-12-06,2.986,1.81,2.408,1.192,2018,12,6,3,2.4,35.2,16.2,0
340,2018-12-07,1.988,1.188,1.522,0.828,2018,12,7,4,-7.3,20.0,8.6,0
341,2018-12-08,1.306,0.83,0.862,0.538,2018,12,8,5,-8.3,21.8,8.2,0
342,2018-12-09,1.252,0.698,0.818,0.51,2018,12,9,6,-7.2,22.4,10.4,0
343,2018-12-10,2.194,1.364,1.75,0.862,2018,12,10,0,-2.5,35.0,18.0,0
344,2018-12-11,2.564,1.522,2.186,1.024,2018,12,11,1,0.2,36.6,21.2,0
345,2018-12-12,2.372,1.482,2.018,0.892,2018,12,12,2,-1.9,43.8,22.8,0
346,2018-12-13,1.508,0.964,1.28,0.666,2018,12,13,3,-2.2,37.4,22.6,1.3
347,2018-12-14,1.826,1.176,1.648,0.792,2018,12,14,4,-4.4,32.4,17.8,0
348,2018-12-15,1.562,1.108,1.136,0.672,2018,12,15,5,-2.4,53.4,36.4,0
349,2018-12-16,1.286,0.942,1.082,0.604,2018,12,16,6,0.0,51.2,38.8,0.3
350,2018-12-17,2.158,1.324,1.978,0.872,2018,12,17,0,1.6,68.2,46.0,0.3
351,2018-12-18,2.522,1.62,2.156,0.91,2018,12,18,1,2.6,45.0,27.0,0
352,2018-12-19,2.65,1.634,2.342,1.0,2018,12,19,2,4.0,50.0,31.4,0
353,2018-12-20,2.64,1.744,2.458,1.058,2018,12,20,3,3.4,54.2,35.0,0
354,2018-12-21,2.648,1.674,2.472,1.094,2018,12,21,4,5.6,71.0,46.6,0
355,2018-12-22,1.958,1.312,1.516,0.952,2018,12,22,5,6.9,82.4,60.0,0
356,2018-12-23,1.6,1.09,1.198,0.74,2018,12,23,6,2.4,50.0,29.2,0
357,2018-12-24,1.872,1.068,1.752,0.86,2018,12,24,0,-2.3,22.0,12.0,0
358,2018-12-25,1.502,0.93,1.162,0.708,2018,12,25,1,0.6,33.4,22.0,0
359,2018-12-26,2.162,1.274,1.766,0.894,2018,12,26,2,-1.5,45.0,24.6,0
360,2018-12-27,1.406,0.768,1.12,0.64,2018,12,27,3,-10.1,26.2,8.6,0
361,2018-12-28,1.158,0.712,1.124,0.526,2018,12,28,4,-10.5,32.8,13.8,0
362,2018-12-29,0.956,0.59,0.726,0.462,2018,12,29,5,-7.6,35.6,9.4,0
363,2018-12-30,0.998,0.56,0.746,0.46,2018,12,30,6,-6.8,31.0,18.4,0
364,2018-12-31,1.394,0.828,1.206,0.604,2018,12,31,0,-5.4,46.0,32.0,0
365,2019-01-01,1.108,0.618,0.744,0.47,2019,1,1,1,-5.0,37.6,27.0,0
366,2019-01-02,1.678,1.066,1.514,0.696,2019,1,2,2,-4.9,33.4,23.8,0
367,2019-01-03,1.906,1.232,1.78,0.762,2019,1,3,3,-3.5,42.4,29.0,0
368,2019-01-04,2.194,1.202,1.862,0.848,2019,1,4,4,-1.1,60.4,44.2,0
369,2019-01-05,1.598,0.912,1.094,0.748,2019,1,5,5,-2.8,66.4,45.4,0
370,2019-01-06,1.398,0.87,1.018,0.604,2019,1,6,6,-2.8,48.4,25.6,0
371,2019-01-07,2.018,1.164,1.716,0.806,2019,1,7,0,-1.9,56.4,39.2,0
372,2019-01-08,1.944,1.07,1.68,0.816,2019,1,8,1,-3.5,37.2,18.6,0
373,2019-01-09,1.944,1.062,1.666,0.792,2019,1,9,2,-4.7,50.0,23.4,0
374,2019-01-10,2.138,1.22,1.87,0.892,2019,1,10,3,-0.6,62.4,38.4,0
375,2019-01-11,2.396,1.356,2.064,1.018,2019,1,11,4,2.4,73.6,54.4,0
376,2019-01-12,1.908,1.054,1.268,0.798,2019,1,12,5,2.8,91.6,70.6,0
377,2019-01-13,1.576,0.862,1.034,0.69,2019,1,13,6,1.2,109.8,84.2,0
378,2019-01-14,1.874,1.064,1.616,0.668,2019,1,14,0,1.4,164.2,131.4,0
379,2019-01-15,1.798,1.046,1.566,0.67,2019,1,15,1,-1.7,131.8,85.4,0
380,2019-01-16,2.006,1.068,1.614,0.752,2019,1,16,2,-5.2,48.2,19.0,0
381,2019-01-17,2.214,1.244,1.9,0.894,2019,1,17,3,-0.3,40.2,23.2,0
382,2019-01-18,2.266,1.36,1.91,0.864,2019,1,18,4,0.6,60.6,40.2,0
383,2019-01-19,1.924,1.016,1.326,0.782,2019,1,19,5,3.6,95.4,70.6,0
384,2019-01-20,1.486,0.818,0.932,0.678,2019,1,20,6,-1.4,64.2,33.8,0
385,2019-01-21,1.972,1.28,1.75,0.766,2019,1,21,0,-1.2,45.4,23.4,0
386,2019-01-22,2.326,1.408,2.064,0.94,2019,1,22,1,1.7,66.6,35.8,0
387,2019-01-23,2.314,1.244,2.022,0.842,2019,1,23,2,2.0,70.0,43.8,0
388,2019-01-24,2.242,1.394,2.146,0.96,2019,1,24,3,0.1,41.8,22.8,0
389,2019-01-25,2.224,1.29,1.804,0.854,2019,1,25,4,-1.2,49.8,22.8,0
390,2019-01-26,1.646,0.974,1.278,0.768,2019,1,26,5,-2.5,41.0,20.6,0
391,2019-01-27,1.564,0.956,1.152,0.58,2019,1,27,6,-0.1,38.6,24.0,0
392,2019-01-28,1.966,1.22,1.814,0.808,2019,1,28,0,1.2,82.2,24.2,0
393,2019-01-29,2.248,1.484,2.036,0.932,2019,1,29,1,-0.2,67.4,25.2,0
394,2019-01-30,2.534,1.402,2.118,1.052,2019,1,30,2,1.8,64.6,36.4,0
395,2019-01-31,2.028,1.332,1.878,0.844,2019,1,31,3,-2.0,72.2,24.0,0
396,2019-02-01,2.162,1.214,1.764,0.854,2019,2,1,4,-2.1,41.0,19.8,0.3
397,2019-02-02,1.66,0.966,1.324,0.736,2019,2,2,5,1.4,58.6,39.2,0
398,2019-02-03,0.254,0.182,0.188,0.13,2019,2,3,6,3.3,38.8,30.0,16
399,2019-02-04,0.95,0.646,0.774,0.602,2019,2,4,0,-0.6,73.2,39.0,0
400,2019-02-05,1.058,0.602,0.976,0.564,2019,2,5,1,2.8,81.4,29.0,0
401,2019-02-06,1.606,0.854,1.252,0.766,2019,2,6,2,5.1,92.2,35.4,0
402,2019-02-07,1.768,0.944,1.468,0.726,2019,2,7,3,-2.1,60.4,33.8,0.5
403,2019-02-08,1.808,0.988,1.462,0.742,2019,2,8,4,-6.1,32.2,18.8,0
404,2019-02-09,1.518,0.862,1.17,0.72,2019,2,9,5,-5.4,34.6,18.2,0
405,2019-02-10,1.172,0.712,0.798,0.556,2019,2,10,6,-5.0,41.4,25.2,0
406,2019-02-11,2.042,1.202,1.624,0.774,2019,2,11,0,-3.0,39.0,24.6,0
407,2019-02-12,2.286,1.32,1.87,0.884,2019,2,12,1,-0.6,58.2,39.2,0
408,2019-02-13,2.226,1.302,1.994,0.858,2019,2,13,2,-2.1,38.0,22.0,0
409,2019-02-14,2.292,1.268,2.012,0.804,2019,2,14,3,-0.5,50.6,28.8,0
410,2019-02-15,1.134,0.664,1.12,0.456,2019,2,15,4,-0.8,39.0,30.0,2.2
411,2019-02-16,1.596,0.994,1.228,0.706,2019,2,16,5,-2.7,57.8,49.4,0.2
412,2019-02-17,1.742,0.914,1.438,0.75,2019,2,17,6,-1.8,37.4,28.4,0
413,2019-02-18,2.304,1.478,2.086,0.868,2019,2,18,0,0.9,44.4,30.2,0
414,2019-02-19,1.398,0.918,1.098,0.578,2019,2,19,1,1.4,43.4,35.2,4.6
415,2019-02-20,2.302,1.45,2.014,0.968,2019,2,20,2,1.7,61.2,51.8,0
416,2019-02-21,2.736,1.52,2.218,1.022,2019,2,21,3,2.4,81.6,69.4,0
417,2019-02-22,2.61,1.468,2.26,1.014,2019,2,22,4,4.0,75.2,60.2,0
418,2019-02-23,3.04,1.672,2.418,1.104,2019,2,23,5,6.8,53.4,39.4,0
419,2019-02-24,3.004,1.418,2.23,1.048,2019,2,24,6,6.3,60.8,50.4,0
420,2019-02-25,2.842,1.648,2.36,1.106,2019,2,25,0,4.7,86.4,66.4,0
421,2019-02-26,3.36,1.896,2.978,1.304,2019,2,26,1,5.2,56.0,32.2,0
422,2019-02-27,3.522,2.004,2.962,1.404,2019,2,27,2,7.8,68.4,45.4,0
423,2019-02-28,3.254,1.888,2.682,1.388,2019,2,28,3,6.6,90.8,64.8,0
424,2019-03-01,2.734,1.512,2.108,1.142,2019,3,1,4,6.6,117.8,86.2,0
425,2019-03-02,3.07,1.648,2.22,1.162,2019,3,2,5,7.8,114.6,83.6,0
426,2019-03-03,3.214,1.666,2.32,1.294,2019,3,3,6,9.4,103.2,76.0,0
427,2019-03-04,3.62,2.096,2.592,1.404,2019,3,4,0,9.9,152.0,108.8,0
428,2019-03-05,3.236,1.9,2.552,1.184,2019,3,5,1,8.4,188.0,140.4,0
429,2019-03-06,3.29,2.092,2.566,1.286,2019,3,6,2,8.4,137.6,99.8,0
430,2019-03-07,4.146,2.246,3.248,1.594,2019,3,7,3,7.0,52.8,36.8,0
431,2019-03-08,4.034,2.206,3.506,1.6,2019,3,8,4,6.1,49.6,29.8,0
432,2019-03-09,4.272,2.164,3.21,1.518,2019,3,9,5,7.2,45.4,30.2,0
433,2019-03-10,4.158,1.888,3.21,1.534,2019,3,10,6,10.1,49.0,34.4,0
434,2019-03-11,3.746,2.256,3.156,1.544,2019,3,11,0,6.6,69.0,45.6,0
435,2019-03-12,3.126,1.898,2.646,1.192,2019,3,12,1,3.9,83.0,52.2,0
436,2019-03-13,3.688,2.04,2.972,1.328,2019,3,13,2,3.5,40.0,12.2,0
437,2019-03-14,4.138,2.24,3.17,1.492,2019,3,14,3,5.0,41.6,20.2,0
438,2019-03-15,2.772,1.568,1.998,0.988,2019,3,15,4,5.5,56.0,32.8,3.5
439,2019-03-16,3.336,1.872,2.676,1.336,2019,3,16,5,4.3,39.4,29.4,0
440,2019-03-17,4.762,2.314,4.06,1.73,2019,3,17,6,6.3,35.4,23.0,0
441,2019-03-18,4.776,2.686,3.698,1.656,2019,3,18,0,7.1,39.4,24.0,0
442,2019-03-19,5.388,3.138,4.016,1.898,2019,3,19,1,10.0,68.6,45.2,0
443,2019-03-20,2.252,1.24,1.57,0.878,2019,3,20,2,10.3,96.4,71.0,16.5
444,2019-03-21,3.456,1.944,2.718,1.136,2019,3,21,3,7.1,33.6,26.8,3.3
445,2019-03-22,4.06,2.498,3.156,1.594,2019,3,22,4,3.3,35.2,20.8,0
446,2019-03-23,2.664,1.632,2.11,1.138,2019,3,23,5,3.3,23.0,15.6,1.7
447,2019-03-24,4.184,2.072,3.1,1.456,2019,3,24,6,4.3,25.4,14.0,0
448,2019-03-25,4.564,2.55,3.426,1.522,2019,3,25,0,7.3,47.4,29.2,0
449,2019-03-26,5.606,3.016,4.2,1.972,2019,3,26,1,11.4,59.4,36.2,0
450,2019-03-27,4.836,2.692,3.518,1.744,2019,3,27,2,11.6,93.2,60.6,0
451,2019-03-28,5.4,2.948,3.654,1.862,2019,3,28,3,9.4,82.4,51.4,0
452,2019-03-29,5.732,2.966,4.564,2.1,2019,3,29,4,9.2,38.6,20.2,0
453,2019-03-30,1.512,0.9,1.23,0.634,2019,3,30,5,5.2,35.0,24.4,1.8
454,2019-03-31,2.91,1.54,2.008,1.012,2019,3,31,6,4.4,41.2,26.4,0
455,2019-04-01,5.068,2.754,3.784,1.738,2019,4,1,0,5.5,23.0,12.4,0
456,2019-04-02,5.508,2.894,4.188,1.892,2019,4,2,1,6.7,31.8,17.4,0
457,2019-04-03,5.532,2.932,4.316,2.064,2019,4,3,2,7.6,38.2,22.8,0
458,2019-04-04,6.162,3.18,4.572,2.162,2019,4,4,3,9.2,33.8,19.4,0
459,2019-04-05,6.054,2.996,4.592,1.878,2019,4,5,4,11.4,73.0,23.2,0
460,2019-04-06,3.398,1.726,2.404,1.144,2019,4,6,5,9.3,53.4,17.2,0.8
461,2019-04-07,7.436,3.206,6.056,2.452,2019,4,7,6,12.6,32.6,15.6,0
462,2019-04-08,6.604,3.686,5.156,2.308,2019,4,8,0,11.6,34.6,12.0,0
463,2019-04-09,3.432,1.85,2.348,1.126,2019,4,9,1,9.2,22.6,8.4,17.4
464,2019-04-10,3.288,1.894,2.71,1.178,2019,4,10,2,7.1,6.2,4.0,5.6
465,2019-04-11,6.5,3.45,5.056,2.254,2019,4,11,3,9.5,24.6,15.6,0
466,2019-04-12,6.86,3.768,5.236,2.472,2019,4,12,4,11.4,47.6,30.6,0
467,2019-04-13,7.658,3.464,5.676,2.498,2019,4,13,5,11.8,43.0,29.4,0
468,2019-04-14,3.6,1.942,2.584,1.426,2019,4,14,6,9.6,36.2,20.6,1.7
469,2019-04-15,7.194,3.79,5.432,2.376,2019,4,15,0,11.6,46.6,15.8,0
470,2019-04-16,8.132,4.214,5.966,2.732,2019,4,16,1,14.9,42.0,20.0,0
471,2019-04-17,8.584,4.154,6.174,2.832,2019,4,17,2,15.3,38.2,19.4,0
472,2019-04-18,6.822,3.58,4.778,2.448,2019,4,18,3,12.6,38.2,22.4,0
473,2019-04-19,8.114,4.242,5.918,2.9,2019,4,19,4,13.8,38.8,20.2,0
474,2019-04-20,7.328,3.438,5.716,2.41,2019,4,20,5,14.3,45.0,24.8,1.2
475,2019-04-21,7.488,3.328,5.672,2.5,2019,4,21,6,14.8,32.4,24.0,0.3
476,2019-04-22,8.876,4.284,6.398,2.932,2019,4,22,0,19.3,92.2,39.4,0
477,2019-04-23,7.938,4.14,5.564,2.82,2019,4,23,1,20.4,92.8,43.0,0
478,2019-04-24,7.592,3.92,5.538,2.582,2019,4,24,2,19.5,53.4,38.2,4.1
479,2019-04-25,2.936,1.724,2.12,1.274,2019,4,25,3,13.2,34.8,15.6,11.3
480,2019-04-26,3.89,1.992,2.822,1.51,2019,4,26,4,8.4,6.4,4.4,4.9
481,2019-04-27,8.616,3.9,6.94,2.982,2019,4,27,5,11.6,15.8,10.2,0
482,2019-04-28,7.274,3.332,5.736,2.508,2019,4,28,6,12.9,16.2,12.2,0
483,2019-04-29,8.058,4.592,6.326,2.858,2019,4,29,0,13.0,23.0,15.8,0
484,2019-04-30,9.696,4.81,6.91,3.086,2019,4,30,1,15.5,31.2,19.8,0
485,2019-05-01,11.226,5.236,7.792,3.538,2019,5,1,2,16.4,57.8,27.0,0
486,2019-05-02,9.996,4.912,7.23,3.33,2019,5,2,3,17.1,52.6,16.0,0
487,2019-05-03,9.908,4.876,7.548,3.286,2019,5,3,4,17.9,55.8,29.4,0
488,2019-05-04,10.364,4.258,7.064,3.048,2019,5,4,5,19.5,85.6,56.6,0
489,2019-05-05,9.478,4.116,7.332,3.198,2019,5,5,6,19.2,60.0,38.6,0
490,2019-05-06,10.81,4.368,8.524,3.546,2019,5,6,0,14.5,29.6,10.0,0
491,2019-05-07,9.67,5.046,7.04,3.418,2019,5,7,1,15.0,42.8,16.8,0
492,2019-05-08,9.27,5.196,7.104,3.37,2019,5,8,2,15.6,50.0,23.4,0
493,2019-05-09,10.394,5.116,7.352,3.33,2019,5,9,3,16.6,44.8,23.0,0
494,2019-05-10,10.058,5.334,7.538,3.808,2019,5,10,4,17.8,52.8,30.8,0
495,2019-05-11,10.67,4.824,8.206,3.862,2019,5,11,5,20.3,62.2,37.0,0
496,2019-05-12,10.566,4.548,7.78,3.46,2019,5,12,6,21.6,52.2,35.8,0
497,2019-05-13,9.24,5.056,6.59,3.352,2019,5,13,0,18.7,55.4,37.0,0
498,2019-05-14,10.574,5.802,7.7,4.062,2019,5,14,1,19.6,41.6,31.8,0
499,2019-05-15,9.48,5.646,7.184,3.808,2019,5,15,2,20.7,67.4,47.0,0
500,2019-05-16,9.854,5.444,7.592,3.772,2019,5,16,3,23.5,61.8,42.2,0
501,2019-05-17,10.404,5.708,7.908,4.104,2019,5,17,4,23.6,49.4,36.4,0
502,2019-05-18,10.45,5.176,7.858,4.012,2019,5,18,5,22.8,24.4,16.0,0
503,2019-05-19,1.724,0.814,0.976,0.744,2019,5,19,6,19.4,13.2,10.6,22
504,2019-05-20,8.862,5.22,7.002,3.368,2019,5,20,0,16.4,33.0,11.8,8.7
505,2019-05-21,9.952,5.832,7.636,4.064,2019,5,21,1,17.2,48.8,19.2,0
506,2019-05-22,10.63,5.806,7.682,4.052,2019,5,22,2,19.5,51.2,27.0,0
507,2019-05-23,10.08,5.674,7.546,3.932,2019,5,23,3,22.1,65.0,40.4,0
508,2019-05-24,9.296,5.514,7.23,4.086,2019,5,24,4,24.2,80.0,52.8,0
509,2019-05-25,9.924,4.802,6.99,4.45,2019,5,25,5,23.4,77.2,53.8,0
510,2019-05-26,10.04,4.718,7.25,3.866,2019,5,26,6,24.5,36.2,24.2,0
511,2019-05-27,3.9,2.08,2.768,1.4,2019,5,27,0,17.8,21.0,14.0,7.1
512,2019-05-28,9.902,5.956,8.07,4.222,2019,5,28,1,18.1,19.8,7.8,0
513,2019-05-29,10.508,5.828,8.196,4.286,2019,5,29,2,20.3,44.6,21.8,0
514,2019-05-30,9.138,5.272,7.088,3.736,2019,5,30,3,19.6,42.8,23.8,0
515,2019-05-31,10.428,5.874,7.472,4.296,2019,5,31,4,19.1,18.6,10.8,0
516,2019-06-01,10.724,5.204,7.186,4.052,2019,6,1,5,18.9,32.0,24.6,0
517,2019-06-02,10.444,4.968,7.396,3.704,2019,6,2,6,21.1,36.0,24.6,0
518,2019-06-03,10.89,6.05,7.546,4.224,2019,6,3,0,23.1,38.2,23.6,0
519,2019-06-04,10.742,6.24,8.22,4.304,2019,6,4,1,22.6,27.8,20.0,0
520,2019-06-05,10.01,5.802,7.554,4.34,2019,6,5,2,23.0,52.4,39.2,0
521,2019-06-06,4.72,2.736,3.414,2.248,2019,6,6,3,21.2,57.6,42.4,7.5
522,2019-06-07,6.572,3.578,5.12,2.494,2019,6,7,4,20.0,10.6,8.4,35.3
523,2019-06-08,11.138,5.308,7.432,4.278,2019,6,8,5,21.9,23.0,16.0,0
524,2019-06-09,7.784,4.28,5.562,3.142,2019,6,9,6,21.6,37.0,30.6,2.5
525,2019-06-10,8.156,4.62,5.79,3.114,2019,6,10,0,18.4,8.0,5.4,9.5
526,2019-06-11,10.548,6.126,7.79,4.316,2019,6,11,1,20.5,9.8,6.2,0
527,2019-06-12,10.234,6.28,7.108,4.454,2019,6,12,2,21.5,27.0,16.6,0
528,2019-06-13,11.054,6.138,7.05,4.216,2019,6,13,3,23.0,27.8,20.0,0
529,2019-06-14,10.896,5.974,7.398,4.544,2019,6,14,4,23.0,31.8,22.6,0
530,2019-06-15,9.234,4.844,6.004,3.752,2019,6,15,5,21.9,31.0,19.4,2.1
531,2019-06-16,10.998,5.32,8.04,3.946,2019,6,16,6,22.0,15.0,11.0,0
532,2019-06-17,10.674,6.242,8.134,4.288,2019,6,17,0,21.7,21.8,15.4,0
533,2019-06-18,5.768,3.134,4.318,1.762,2019,6,18,1,20.8,27.4,21.4,13.8
534,2019-06-19,10.262,5.574,7.01,3.714,2019,6,19,2,21.4,28.8,24.6,0.2
535,2019-06-20,11.632,6.154,8.36,4.388,2019,6,20,3,22.7,25.8,20.8,0
536,2019-06-21,10.236,5.616,7.812,3.978,2019,6,21,4,22.1,24.8,18.6,0.2
537,2019-06-22,11.234,5.602,8.27,4.31,2019,6,22,5,24.2,9.0,6.0,0
538,2019-06-23,10.24,4.886,7.744,3.866,2019,6,23,6,25.0,10.0,7.8,0
539,2019-06-24,10.468,6.17,8.586,4.568,2019,6,24,0,25.2,20.0,13.8,0
540,2019-06-25,10.684,6.514,8.292,4.444,2019,6,25,1,25.6,29.8,21.2,0
541,2019-06-26,10.132,5.772,7.692,4.466,2019,6,26,2,25.5,32.0,23.8,0
542,2019-06-27,9.886,5.8,7.67,3.924,2019,6,27,3,25.5,22.8,17.4,1.4
543,2019-06-28,9.216,5.52,7.436,3.832,2019,6,28,4,24.7,39.0,33.2,0
544,2019-06-29,8.404,4.202,6.298,3.734,2019,6,29,5,23.1,22.0,18.8,1.5
545,2019-06-30,9.952,5.112,7.236,4.164,2019,6,30,6,23.9,33.6,28.6,0
546,2019-07-01,11.342,6.796,8.638,4.88,2019,7,1,0,23.9,35.2,29.2,0
547,2019-07-02,11.616,6.758,8.866,5.016,2019,7,2,1,24.4,30.0,24.0,0
548,2019-07-03,11.986,6.71,8.916,4.834,2019,7,3,2,24.1,34.8,27.0,0
549,2019-07-04,11.492,6.594,8.714,4.946,2019,7,4,3,25.4,31.6,22.6,0
550,2019-07-05,10.114,5.834,7.724,4.274,2019,7,5,4,27.6,31.2,21.4,0
551,2019-07-06,9.422,4.916,6.438,4.014,2019,7,6,5,29.7,27.4,21.4,0
552,2019-07-07,9.678,5.204,6.894,4.172,2019,7,7,6,26.7,14.6,11.2,0
553,2019-07-08,11.57,6.652,8.704,4.658,2019,7,8,0,25.1,8.6,5.8,0
554,2019-07-09,11.572,6.834,9.302,4.808,2019,7,9,1,25.0,8.8,6.0,0
555,2019-07-10,5.312,3.514,3.956,2.214,2019,7,10,2,22.7,8.6,6.0,8.5
556,2019-07-11,7.154,4.404,6.206,2.986,2019,7,11,3,21.9,6.8,3.8,2.9
557,2019-07-12,11.52,6.5,8.598,4.758,2019,7,12,4,23.6,13.4,9.4,0
558,2019-07-13,10.212,5.35,7.214,4.244,2019,7,13,5,24.9,30.0,26.0,0
559,2019-07-14,9.814,5.004,6.726,3.626,2019,7,14,6,25.9,43.0,37.8,0
560,2019-07-15,6.464,4.35,5.644,3.13,2019,7,15,0,23.8,36.4,29.6,7.7
561,2019-07-16,9.084,5.854,7.73,3.912,2019,7,16,1,24.7,31.0,23.6,6.3
562,2019-07-17,9.25,5.916,7.736,4.332,2019,7,17,2,25.6,63.0,50.0,0.7
563,2019-07-18,9.444,5.98,7.212,4.112,2019,7,18,3,26.9,67.2,53.8,0
564,2019-07-19,9.274,5.758,7.348,4.042,2019,7,19,4,28.6,39.2,30.8,0
565,2019-07-20,7.216,3.774,4.784,3.352,2019,7,20,5,28.0,6.6,4.0,1.1
566,2019-07-21,5.762,3.09,4.486,2.448,2019,7,21,6,25.1,13.8,10.0,6.2
567,2019-07-22,9.81,6.072,7.726,4.082,2019,7,22,0,26.7,45.2,34.2,0.1
568,2019-07-23,9.806,5.868,7.672,4.364,2019,7,23,1,28.1,26.6,18.8,0
569,2019-07-24,7.898,4.574,5.412,3.254,2019,7,24,2,26.5,18.6,13.25,1
570,2019-07-25,4.474,2.776,3.498,1.858,2019,7,25,3,26.3,23.6,16.4,9.7
571,2019-07-26,3.004,1.73,2.084,1.24,2019,7,26,4,25.1,21.4,14.8,60
